ioc,threat_type,threat_type_desc,ioc_type,ioc_type_desc,malware,malware_printable,malware_alias,malware_malpedia,confidence_level,first_seen,last_seen,reference,reporter
aheadrarry.help,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.lumma,Lumma Stealer,LummaC2 Stealer,https://malpedia.caad.fkie.fraunhofer.de/details/win.lumma,100,2025-02-16 09:14:53 UTC,,,d1v35h
103.98.38.150:54377,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:51 UTC,,,d1v35h
117.221.50.51:41440,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:50 UTC,,,d1v35h
103.98.38.173:56392,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:49 UTC,,,d1v35h
192.10.163.76:41479,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:49 UTC,,,d1v35h
45.164.177.171:11875,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:48 UTC,,,d1v35h
219.157.59.83:42100,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:48 UTC,,,d1v35h
1.70.127.236:50363,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:47 UTC,,,d1v35h
103.199.202.192:34560,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:46 UTC,,,d1v35h
223.8.213.139:59247,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:45 UTC,,,d1v35h
175.107.2.115:39790,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:45 UTC,,,d1v35h
117.211.37.103:47570,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:41 UTC,,,d1v35h
202.66.165.57:37801,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:40 UTC,,,d1v35h
117.211.215.108:54426,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:40 UTC,,,d1v35h
191.29.133.216:39840,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:39 UTC,,,d1v35h
182.121.252.121:56583,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:39 UTC,,,d1v35h
103.207.125.55:59495,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:38 UTC,,,d1v35h
117.215.139.182:51124,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:38 UTC,,,d1v35h
172.38.0.225:57458,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:37 UTC,,,d1v35h
115.58.95.45:36272,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:37 UTC,,,d1v35h
119.143.165.164:49382,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:36 UTC,,,d1v35h
61.52.54.208:47257,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:36 UTC,,,d1v35h
42.235.171.56:58076,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:36 UTC,,,d1v35h
115.60.22.211:6288,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:35 UTC,,,d1v35h
103.208.230.41:42929,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:34 UTC,,,d1v35h
115.55.223.75:46811,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:34 UTC,,,d1v35h
121.237.167.31:52360,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:33 UTC,,,d1v35h
125.41.2.112:57140,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:33 UTC,,,d1v35h
59.88.19.247:47235,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:33 UTC,,,d1v35h
103.199.200.252:50618,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:32 UTC,,,d1v35h
117.206.73.192:60308,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:32 UTC,,,d1v35h
103.247.6.98:48449,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:31 UTC,,,d1v35h
42.238.244.143:48953,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:31 UTC,,,d1v35h
42.232.82.206:32807,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:30 UTC,,,d1v35h
117.197.225.182:45108,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:30 UTC,,,d1v35h
45.164.177.197:10761,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:30 UTC,,,d1v35h
109.106.142.43:63571,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:29 UTC,,,d1v35h
182.117.26.62:32987,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:29 UTC,,,d1v35h
45.164.177.162:11406,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:27 UTC,,,d1v35h
125.106.32.67:33860,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:27 UTC,,,d1v35h
59.89.217.42:59628,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:26 UTC,,,d1v35h
117.209.83.6:35134,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:26 UTC,,,d1v35h
125.62.199.32:47483,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:25 UTC,,,d1v35h
183.240.211.144:36008,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:25 UTC,,,d1v35h
123.5.127.175:49108,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:24 UTC,,,d1v35h
27.0.217.195:40090,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:24 UTC,,,d1v35h
102.33.105.87:52893,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:24 UTC,,,d1v35h
59.91.90.29:51476,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:23 UTC,,,d1v35h
112.246.113.161:33031,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:23 UTC,,,d1v35h
59.182.111.124:39264,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:22 UTC,,,d1v35h
117.248.162.244:32769,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:20 UTC,,,d1v35h
59.93.130.217:56601,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:18 UTC,,,d1v35h
123.9.47.122:50013,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:18 UTC,,,d1v35h
117.255.185.229:53335,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:17 UTC,,,d1v35h
115.55.224.32:52276,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:17 UTC,,,d1v35h
117.254.96.59:42843,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:17 UTC,,,d1v35h
175.147.153.77:56158,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:16 UTC,,,d1v35h
117.209.3.106:60251,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:16 UTC,,,d1v35h
182.124.34.64:59215,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:15 UTC,,,d1v35h
117.248.161.189:60409,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:15 UTC,,,d1v35h
59.99.210.136:37742,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:15 UTC,,,d1v35h
211.223.79.89:54774,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),ip:port,ip:port combination that delivery a malware payload,elf.mirai,Mirai,Katana,https://malpedia.caad.fkie.fraunhofer.de/details/elf.mirai,100,2025-02-16 09:14:14 UTC,,,d1v35h
check.gaxfd.icu,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),domain,Domain name that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-16 09:14:14 UTC,,,threatcat_ch
https://check.gaxfd.icu/gkcxv.google,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-16 09:14:14 UTC,,,anonymous
https://u1.sulkuntie.shop/guajira.mp3,payload_delivery,Indicator that identifies a malware distribution server (payload delivery),url,URL that delivers a malware payload,js.clearfake,ClearFake,,https://malpedia.caad.fkie.fraunhofer.de/details/js.clearfake,100,2025-02-16 09:14:13 UTC,,,anonymous
https://sunsetvale.xyz/MDQyZTc1MjU5MjZi/,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),apk.coper,Coper,"ExobotCompact,Octo",https://malpedia.caad.fkie.fraunhofer.de/details/apk.coper,100,2025-02-16 09:14:13 UTC,,,agesipolis1
https://frozenpeak.xyz/NDI3YjdmYTRlZjY3/,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),apk.coper,Coper,"ExobotCompact,Octo",https://malpedia.caad.fkie.fraunhofer.de/details/apk.coper,100,2025-02-16 09:14:13 UTC,,,agesipolis1
172.179.236.95:55443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.cobalt_strike,Cobalt Strike,"Agentemis,BEACON,CobaltStrike,cobeacon",https://malpedia.caad.fkie.fraunhofer.de/details/win.cobalt_strike,50,2025-02-16 09:14:12 UTC,,,coldwx
http://123.58.220.204:8888/supershell/login/,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:11 UTC,,,antiphishorg
45.63.24.192:7443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:11 UTC,,https://search.censys.io/hosts/45.63.24.192,dyingbreeds_
45.94.31.85:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),apk.hook,Hook,,https://malpedia.caad.fkie.fraunhofer.de/details/apk.hook,100,2025-02-16 09:14:10 UTC,,https://search.censys.io/hosts/45.94.31.85,dyingbreeds_
37.60.238.252:50000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),apk.hook,Hook,,https://malpedia.caad.fkie.fraunhofer.de/details/apk.hook,100,2025-02-16 09:14:10 UTC,,https://search.censys.io/hosts/37.60.238.252,dyingbreeds_
74.249.102.229:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.havoc,Havoc,Havokiz,https://malpedia.caad.fkie.fraunhofer.de/details/win.havoc,100,2025-02-16 09:14:09 UTC,,https://search.censys.io/hosts/74.249.102.229,dyingbreeds_
3.90.0.40:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:09 UTC,,https://search.censys.io/hosts/3.90.0.40,dyingbreeds_
121.4.218.215:60000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:08 UTC,,https://search.censys.io/hosts/121.4.218.215,dyingbreeds_
174.138.57.195:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:07 UTC,,https://search.censys.io/hosts/174.138.57.195,dyingbreeds_
52.57.36.62:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:07 UTC,,https://search.censys.io/hosts/52.57.36.62,dyingbreeds_
52.57.36.62:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:07 UTC,,https://search.censys.io/hosts/52.57.36.62,dyingbreeds_
137.184.106.200:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:06 UTC,,https://search.censys.io/hosts/137.184.106.200,dyingbreeds_
47.239.2.3:82,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:06 UTC,,https://search.censys.io/hosts/47.239.2.3,dyingbreeds_
52.63.165.154:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:06 UTC,,https://search.censys.io/hosts/52.63.165.154,dyingbreeds_
13.200.23.247:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:05 UTC,,https://search.censys.io/hosts/13.200.23.247,dyingbreeds_
52.28.140.148:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:05 UTC,,https://search.censys.io/hosts/52.28.140.148,dyingbreeds_
91.198.220.226:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:05 UTC,,https://search.censys.io/hosts/91.198.220.226,dyingbreeds_
13.39.13.30:2807,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:04 UTC,,https://search.censys.io/hosts/13.39.13.30,dyingbreeds_
3.142.83.61:8082,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:03 UTC,,https://search.censys.io/hosts/3.142.83.61,dyingbreeds_
47.101.188.111:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:03 UTC,,https://search.censys.io/hosts/47.101.188.111,dyingbreeds_
82.165.110.142:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,100,2025-02-16 09:14:02 UTC,,https://search.censys.io/hosts/82.165.110.142,dyingbreeds_
95.164.55.3:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.danabot,DanaBot,,https://malpedia.caad.fkie.fraunhofer.de/details/win.danabot,75,2025-02-16 08:46:59 UTC,,,abuse_ch
89.117.72.46:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-16 08:46:51 UTC,,,abuse_ch
216.235.95.100:6825,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:26 UTC,,,abuse_ch
216.235.95.100:26791,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:27807,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:28866,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:29024,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:29783,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:29911,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:30699,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
